Timestep[1] 	 x_error[2] 	 command_torques[4] 	 joint_gravity[4] 	 effective_joint_gravity[4] 	 alpha[1]
2.4521	1.32284e-05 6.82715e-06	 -1.15729 -0.211606   14.1735   4.34993	  64.99 32.8215 14.1736 4.35001	33.5801 21.4498 18.0658 5.99263	-0.727757	
2.4531	1.31962e-05 6.79525e-06	 -1.15716 -0.211601   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	33.5801 21.4498 18.0658 5.99263	-0.727757	
2.45406	1.31672e-05 6.76654e-06	-1.15709 -0.21162  14.1735  4.34994	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727757	
2.45511	1.31352e-05 6.73506e-06	 -1.15701 -0.211639   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727756	
2.4561	   1.31e-05 6.70049e-06	 -1.15688 -0.211634   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	33.5801 21.4498 18.0658 5.99264	-0.727756	
2.4571	1.30681e-05 6.66922e-06	 -1.15681 -0.211652   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	33.5801 21.4498 18.0658 5.99264	-0.727755	
2.4581	1.30362e-05 6.63812e-06	 -1.15668 -0.211647   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	33.5801 21.4498 18.0658 5.99264	-0.727755	
2.4591	1.30046e-05 6.60742e-06	 -1.15661 -0.211665   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  33.58 21.4498 18.0658 5.99265	-0.727754	
2.4601	1.29728e-05 6.57657e-06	-1.15648 -0.21166  14.1735  4.34994	  64.99 32.8215 14.1736 4.35001	  33.58 21.4498 18.0658 5.99265	-0.727754	
2.4611	1.29415e-05 6.54627e-06	 -1.15641 -0.211679   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  33.58 21.4498 18.0658 5.99265	-0.727753	
2.4621	1.29102e-05 6.51621e-06	 -1.15629 -0.211674   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  33.58 21.4498 18.0658 5.99265	-0.727753	
2.4631	1.28789e-05 6.48609e-06	 -1.15621 -0.211692   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  33.58 21.4498 18.0658 5.99265	-0.727752	
2.4641	1.28476e-05 6.45618e-06	 -1.15609 -0.211687   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  33.58 21.4498 18.0658 5.99266	-0.727752	
2.4651	1.28162e-05 6.42623e-06	 -1.15601 -0.211705   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727752	
2.4661	1.27851e-05  6.3966e-06	 -1.15593 -0.211723   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727751	
2.46707	1.2756e-05 6.3691e-06	 -1.15581 -0.211718   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727751	
2.46807	1.27276e-05 6.34224e-06	 -1.15574 -0.211736   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  33.58 21.4498 18.0657 5.99267	-0.72775	
2.4691	1.26937e-05  6.3103e-06	-1.15562 -0.21173  14.1735  4.34994	  64.99 32.8215 14.1736 4.35001	  33.58 21.4498 18.0657 5.99267	-0.72775	
2.4701	1.26616e-05 6.28019e-06	 -1.15554 -0.211748   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  33.58 21.4498 18.0657 5.99267	-0.727749	
2.47106	1.26308e-05 6.25135e-06	 -1.15542 -0.211743   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5799 21.4498 18.0657 5.99267	-0.727749	
2.47213	1.26004e-05 6.22306e-06	 -1.15535 -0.211761   14.1735   4.34994	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727748	
2.4731	1.25728e-05 6.19732e-06	 -1.15523 -0.211755   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5799 21.4498 18.0657 5.99268	-0.727748	
2.4741	1.25394e-05 6.16638e-06	 -1.15515 -0.211773   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5799 21.4498 18.0657 5.99268	-0.727748	
2.4751	 1.2509e-05 6.13832e-06	 -1.15508 -0.211791   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5799 21.4498 18.0657 5.99269	-0.727747	
2.4761	1.24787e-05 6.11044e-06	 -1.15496 -0.211785   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5799 21.4498 18.0657 5.99269	-0.727747	
2.4771	1.24482e-05 6.08244e-06	 -1.15488 -0.211803   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727746	
2.47811	1.24186e-05 6.05536e-06	 -1.15477 -0.211797   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5799 21.4498 18.0657 5.99269	-0.727746	
2.4791	1.23882e-05 6.02763e-06	 -1.15469 -0.211815   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5799 21.4498 18.0657 5.99269	-0.727745	
2.4801	1.23583e-05 6.00042e-06	 -1.15457 -0.211809   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5799 21.4498 18.0657 5.99269	-0.727745	
2.48111	1.23324e-05 5.97699e-06	  -1.1545 -0.211826   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5799 21.4498 18.0656  5.9927	-0.727745	
2.4821	1.22983e-05 5.94619e-06	 -1.15443 -0.211844   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5798 21.4498 18.0656  5.9927	-0.727744	
2.4831	1.22685e-05 5.91936e-06	 -1.15431 -0.211838   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5798 21.4498 18.0656  5.9927	-0.727744	
2.4841	1.22399e-05  5.8937e-06	 -1.15424 -0.211855   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727743	
2.48511	1.22105e-05 5.86737e-06	 -1.15412 -0.211849   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5798 21.4497 18.0656 5.99271	-0.727743	
2.4861	1.21818e-05 5.84182e-06	 -1.15405 -0.211866   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727742	
2.4871	1.21502e-05 5.81371e-06	-1.15393 -0.21186  14.1735  4.34995	  64.99 32.8215 14.1736 4.35001	33.5798 21.4497 18.0656 5.99271	-0.727742	
2.48807	1.21502e-05 5.81371e-06	 -1.15386 -0.211878   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5798 21.4497 18.0656 5.99271	-0.727742	
2.4891	1.20927e-05 5.76282e-06	 -1.15378 -0.211895   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727741	
2.4901	1.20654e-05 5.73875e-06	 -1.15367 -0.211889   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727741	
2.49111	1.20333e-05 5.71058e-06	  -1.1536 -0.211906   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	33.5798 21.4497 18.0656 5.99272	-0.72774	
2.4921	1.20042e-05 5.68512e-06	-1.15348  -0.2119  14.1735  4.34996	  64.99 32.8215 14.1736 4.35001	33.5798 21.4497 18.0656 5.99272	-0.72774	
2.4931	 1.1975e-05 5.65961e-06	 -1.15341 -0.211917   14.1735   4.34995	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727739	
2.4941	1.19463e-05 5.63464e-06	 -1.15329 -0.211911   14.1735   4.34996	  64.99 32.8215 14.1736 4.35001	33.5798 21.4497 18.0656 5.99273	-0.727739	
2.4951	1.19173e-05 5.60952e-06	 -1.15322 -0.211928   14.1735   4.34996	  64.99 32.8215 14.1736 4.35001	33.5797 21.4497 18.0656 5.99273	-0.727739	
2.4961	1.18886e-05 5.58473e-06	 -1.15315 -0.211945   14.1735   4.34996	  64.99 32.8215 14.1736 4.35001	33.5797 21.4497 18.0656 5.99273	-0.727738	
2.49711	1.18596e-05 5.55969e-06	 -1.15304 -0.211938   14.1735   4.34996	  64.99 32.8215 14.1736 4.35001	33.5797 21.4497 18.0655 5.99274	-0.727738	
2.4981	1.18312e-05 5.53534e-06	 -1.15297 -0.211955   14.1735   4.34996	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727737	
2.4991	1.18026e-05 5.51089e-06	 -1.15285 -0.211948   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	33.5797 21.4497 18.0655 5.99274	-0.727737	
2.5001	 1.1774e-05 5.48648e-06	 -1.15278 -0.211965   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	33.5797 21.4497 18.0655 5.99274	-0.727737	
2.5011	1.17468e-05 5.46328e-06	 -1.15271 -0.211982   14.1735   4.34996	  64.99 32.8215 14.1736 4.35001	33.5797 21.4497 18.0655 5.99274	-0.727736	
2.5021	1.17185e-05 5.43929e-06	  -1.1526 -0.211975   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	33.5797 21.4497 18.0655 5.99275	-0.727736	
2.50307	1.16902e-05 5.41534e-06	 -1.15253 -0.211992   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727735	
2.50411	1.16647e-05 5.39384e-06	 -1.15241 -0.211985   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727735	
2.50515	1.16335e-05 5.36761e-06	 -1.15234 -0.212002   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727735	
2.5061	1.16045e-05 5.34333e-06	 -1.15227 -0.212018   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	33.5797 21.4497 18.0655 5.99275	-0.727734	
2.50711	1.15766e-05 5.31998e-06	 -1.15216 -0.212011   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	33.5796 21.4497 18.0655 5.99276	-0.727734	
2.5081	1.15484e-05 5.29653e-06	 -1.15209 -0.212028   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	33.5796 21.4497 18.0655 5.99276	-0.727733	
2.5091	 1.1521e-05 5.27377e-06	 -1.15198 -0.212021   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	33.5796 21.4497 18.0655 5.99276	-0.727733	
2.51011	1.14931e-05 5.25067e-06	 -1.15191 -0.212037   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	33.5796 21.4497 18.0655 5.99276	-0.727733	
2.5111	1.14651e-05 5.22761e-06	 -1.15184 -0.212054   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	33.5796 21.4497 18.0655 5.99276	-0.727732	
2.51206	1.14387e-05 5.20586e-06	 -1.15173 -0.212047   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	33.5796 21.4497 18.0655 5.99277	-0.727732	
2.5131	1.14099e-05 5.18223e-06	 -1.15166 -0.212063   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727731	
2.5141	1.13841e-05 5.16112e-06	 -1.15155 -0.212056   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	  64.99 32.8215 14.1736 4.35001	-0.727731	
2.5151	1.13551e-05 5.13754e-06	 -1.15148 -0.212072   14.1736   4.34996	  64.99 32.8215 14.1736 4.35001	33.5796 21.4497 18.0654 5.99277	-0.727731	
2.5161	1.13278e-05 5.11529e-06	 -1.15141 -0.212088   14.1736   4.34996	  64.99 32.8215 14.1736 4.35002	33.5796 21.4497 18.0654 5.99277	-0.72773	
2.51706	 1.1302e-05 5.09444e-06	  -1.1513 -0.212081   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5796 21.4497 18.0654 5.99278	-0.72773	
2.5181	1.12759e-05 5.07334e-06	 -1.15123 -0.212097   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5796 21.4497 18.0654 5.99278	-0.727729	
2.5191	1.12471e-05 5.05013e-06	-1.15112 -0.21209  14.1736  4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4497 18.0654 5.99278	-0.727729	
2.5201	1.12204e-05 5.02872e-06	 -1.15106 -0.212106   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	  64.99 32.8215 14.1736 4.35002	-0.727729	
2.52107	1.11929e-05  5.0067e-06	 -1.15099 -0.212122   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4497 18.0654 5.99279	-0.727728	
2.52207	1.11929e-05  5.0067e-06	 -1.15088 -0.212114   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4497 18.0654 5.99279	-0.727728	
2.52306	1.11392e-05 4.96389e-06	-1.15081 -0.21213  14.1736  4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4497 18.0654 5.99279	-0.727727	
2.52406	1.11392e-05 4.96389e-06	  -1.1507 -0.212123   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4497 18.0654 5.99279	-0.727727	
2.52506	1.10873e-05 4.92279e-06	 -1.15063 -0.212139   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	  64.99 32.8215 14.1736 4.35002	-0.727727	
2.52606	1.10873e-05 4.92279e-06	 -1.15057 -0.212155   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4496 18.0654  5.9928	-0.727726	
2.52706	1.10323e-05 4.87946e-06	 -1.15046 -0.212147   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4496 18.0654  5.9928	-0.727726	
2.52807	1.10323e-05 4.87946e-06	 -1.15039 -0.212163   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4496 18.0654  5.9928	-0.727725	
2.52906	1.09783e-05 4.83724e-06	 -1.15028 -0.212155   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4496 18.0654  5.9928	-0.727725	
2.5301	1.09544e-05 4.81856e-06	 -1.15022 -0.212171   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4496 18.0654 5.99281	-0.727725	
2.5311	1.09256e-05 4.79619e-06	 -1.15015 -0.212187   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4496 18.0654 5.99281	-0.727724	
2.5321	1.08992e-05 4.77576e-06	 -1.15004 -0.212179   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5795 21.4496 18.0653 5.99281	-0.727724	
2.5331	1.08755e-05 4.75745e-06	 -1.14998 -0.212194   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99281	-0.727724	
2.53407	1.08496e-05 4.73751e-06	-1.14991 -0.21221  14.1736  4.34997	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99281	-0.727723	
2.53506	1.08231e-05 4.71712e-06	 -1.14981 -0.212202   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99281	-0.727723	
2.53606	1.07944e-05 4.69518e-06	 -1.14974 -0.212218   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99282	-0.727722	
2.5371	1.07684e-05 4.67537e-06	 -1.14963 -0.212209   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99282	-0.727722	
2.5381	1.07462e-05 4.65842e-06	 -1.14957 -0.212225   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99282	-0.727722	
2.53911	1.07176e-05 4.63676e-06	 -1.1495 -0.21224  14.1736  4.34997	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99282	-0.727721	
2.5401	1.06938e-05 4.61871e-06	  -1.1494 -0.212232   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99283	-0.727721	
2.5411	 1.0668e-05 4.59929e-06	 -1.14933 -0.212248   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99283	-0.72772	
2.5421	1.06399e-05 4.57811e-06	-1.14923 -0.21224  14.1736  4.34998	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99283	-0.72772	
2.5431	1.06143e-05 4.55892e-06	 -1.14916 -0.212255   14.1736   4.34997	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99283	-0.72772	
2.5441	1.05887e-05  4.5398e-06	 -1.1491 -0.21227  14.1736  4.34997	  64.99 32.8215 14.1736 4.35002	33.5794 21.4496 18.0653 5.99283	-0.727719	
2.5451	1.05657e-05 4.52266e-06	 -1.14899 -0.212262   14.1736   4.34998	  64.99 32.8215 14.1736 4.35002	33.5793 21.4496 18.0653 5.99284	-0.727719	
2.5461	1.05378e-05  4.5019e-06	 -1.14893 -0.212277   14.1736   4.34998	  64.99 32.8215 14.1736 4.35002	33.5793 21.4496 18.0653 5.99284	-0.727719	
2.5471	1.05126e-05 4.48316e-06	 -1.14887 -0.212292   14.1736   4.34998	  64.99 32.8215 14.1736 4.35002	33.5793 21.4496 18.0653 5.99284	-0.727718	
2.5481	1.04873e-05  4.4645e-06	 -1.14876 -0.212284   14.1736   4.34998	  64.99 32.8215 14.1736 4.35002	33.5793 21.4496 18.0653 5.99284	-0.727718	
2.5491	1.04645e-05 4.44769e-06	  -1.1487 -0.212299   14.1736   4.34998	  64.99 32.8215 14.1736 4.35002	33.5793 21.4496 18.0652 5.99284	-0.727718	
2.5501	1.04368e-05 4.42733e-06	 -1.14864 -0.212314   14.1736   4.34998	  64.99 32.8215 14.1736 4.35002	33.5793 21.4496 18.0652 5.99284	-0.727717	
2.55107	1.04125e-05 4.40951e-06	 -1.14853 -0.212305   14.1736   4.34998	  64.99 32.8215 14.1736 4.35002	  64.99 32.8215 14.1736 4.35002	-0.727717	
2.55206	1.03863e-05 4.39035e-06	-1.14847 -0.21232  14.1736  4.34998	  64.99 32.8215 14.1736 4.35002	33.5793 21.4496 18.0652 5.99285	-0.727716	
2.55306	1.03615e-05 4.37228e-06	 -1.14836 -0.212312   14.1736   4.34998	  64.99 32.8215 14.1736 4.35002	33.5793 21.4496 18.0652 5.99285	-0.727716	
2.55406	1.03615e-05 4.37228e-06	  -1.1483 -0.212327   14.1736   4.34998	  64.99 32.8215 14.1736 4.35002	33.5793 21.4496 18.0652 5.99285	-0.727716	
2.55512	1.03375e-05 4.35486e-06	 -1.14824 -0.212341   14.1736   4.34998	  64.99 32.8215 14.1736 4.35002	33.5793 21.4496 18.0652 5.99285	-0.727715	
2.55607	1.02873e-05 4.31849e-06	 -1.14813 -0.212333   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	  64.99 32.8215 14.1737 4.35002	-0.727715	
2.55706	1.02873e-05 4.31849e-06	 -1.14807 -0.212347   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5793 21.4496 18.0652 5.99286	-0.727715	
2.55806	1.02627e-05 4.30079e-06	 -1.14801 -0.212362   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5793 21.4496 18.0652 5.99286	-0.727714	
2.55906	1.02373e-05 4.28252e-06	 -1.14791 -0.212353   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5793 21.4496 18.0652 5.99286	-0.727714	
2.56006	1.02129e-05 4.26506e-06	 -1.14785 -0.212368   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4496 18.0652 5.99286	-0.727714	
2.56106	1.01883e-05 4.24753e-06	 -1.14778 -0.212383   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4496 18.0652 5.99287	-0.727713	
2.56206	1.01639e-05 4.23012e-06	 -1.14768 -0.212374   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4496 18.0652 5.99287	-0.727713	
2.56306	1.01382e-05 4.21187e-06	 -1.14762 -0.212388   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4496 18.0652 5.99287	-0.727712	
2.56406	1.01151e-05 4.19553e-06	 -1.14752 -0.212379   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4496 18.0652 5.99287	-0.727712	
2.56506	1.00908e-05 4.17833e-06	 -1.14746 -0.212394   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4496 18.0652 5.99287	-0.727712	
2.56606	1.00664e-05 4.16117e-06	  -1.1474 -0.212408   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4496 18.0652 5.99287	-0.727711	
2.56706	1.00423e-05 4.14426e-06	 -1.14729 -0.212399   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4496 18.0652 5.99288	-0.727711	
2.56807	9.99432e-06 4.11068e-06	 -1.14723 -0.212413   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4495 18.0652 5.99288	-0.727711	
2.56906	9.99432e-06 4.11068e-06	 -1.14717 -0.212428   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4495 18.0651 5.99288	-0.72771	
2.57007	9.94717e-06 4.07787e-06	 -1.14707 -0.212419   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	  64.99 32.8215 14.1737 4.35002	-0.72771	
2.57106	9.92215e-06 4.06054e-06	 -1.14701 -0.212433   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4495 18.0651 5.99288	-0.72771	
2.57207	9.92215e-06 4.06054e-06	 -1.14695 -0.212448   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4495 18.0651 5.99289	-0.727709	
2.57306	9.89853e-06 4.04422e-06	 -1.14685 -0.212438   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5792 21.4495 18.0651 5.99289	-0.727709	
2.57406	9.87588e-06 4.02861e-06	 -1.14679 -0.212453   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651 5.99289	-0.727709	
2.57506	9.82865e-06  3.9962e-06	 -1.14673 -0.212467   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651 5.99289	-0.727708	
2.57606	9.80501e-06 3.98005e-06	 -1.14663 -0.212458   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651 5.99289	-0.727708	
2.57706	9.78608e-06 3.98005e-06	 -1.14657 -0.212472   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651 5.99289	-0.727708	
2.57807	9.75795e-06 3.94802e-06	 -1.14651 -0.212486   14.1736   4.34998	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651  5.9929	-0.727707	
2.57906	9.75795e-06 3.94802e-06	 -1.14641 -0.212476   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651  5.9929	-0.727707	
2.58006	9.73222e-06 3.93058e-06	-1.14635 -0.21249  14.1736  4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651  5.9929	-0.727707	
2.58106	9.70987e-06 3.91548e-06	  -1.1463 -0.212504   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651  5.9929	-0.727706	
2.58206	9.68656e-06 3.89976e-06	 -1.14619 -0.212495   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651  5.9929	-0.727706	
2.58306	 9.6413e-06 3.86938e-06	 -1.14614 -0.212508   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651 5.99291	-0.727706	
2.58406	9.61782e-06 3.85369e-06	 -1.14608 -0.212522   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651 5.99291	-0.727705	
2.58506	 9.5947e-06 3.83827e-06	 -1.14598 -0.212513   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651 5.99291	-0.727705	
2.58606	9.57007e-06  3.8219e-06	 -1.14592 -0.212526   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651 5.99291	-0.727705	
2.58706	9.54908e-06 3.80798e-06	-1.14587 -0.21254  14.1736  4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651 5.99291	-0.727704	
2.58807	9.52715e-06 3.79348e-06	-1.14576 -0.21253  14.1736  4.34999	  64.99 32.8215 14.1737 4.35002	33.5791 21.4495 18.0651 5.99291	-0.727704	
2.58907	9.50196e-06 3.77687e-06	 -1.14571 -0.212544   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495 18.0651 5.99292	-0.727704	
2.59006	9.50196e-06 3.77687e-06	 -1.14565 -0.212557   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99292	-0.727703	
2.59106	9.4577e-06 3.7478e-06	 -1.14555 -0.212547   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99292	-0.727703	
2.59206	9.43495e-06 3.73292e-06	 -1.14549 -0.212561   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99292	-0.727703	
2.59306	9.41232e-06 3.71815e-06	 -1.14544 -0.212575   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99292	-0.727702	
2.59406	9.41232e-06 3.71815e-06	 -1.14534 -0.212565   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99293	-0.727702	
2.59506	9.36717e-06 3.68881e-06	 -1.14528 -0.212578   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99293	-0.727702	
2.59606	9.34467e-06 3.67425e-06	 -1.14523 -0.212592   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99293	-0.727701	
2.59706	9.32215e-06 3.65971e-06	 -1.14513 -0.212581   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99293	-0.727701	
2.59806	9.29983e-06 3.64535e-06	 -1.14507 -0.212595   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99293	-0.727701	
2.59906	9.27749e-06   3.631e-06	 -1.14502 -0.212608   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99293	-0.7277	
2.60006	9.25524e-06 3.61676e-06	 -1.14492 -0.212598   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99294	-0.7277	
2.60106	9.23268e-06 3.60235e-06	 -1.14486 -0.212611   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	  64.99 32.8215 14.1737 4.35002	-0.7277	
2.60206	9.21053e-06 3.58823e-06	 -1.14481 -0.212625   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99294	-0.727699	
2.60306	 9.1884e-06 3.57418e-06	 -1.14471 -0.212614   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99294	-0.727699	
2.60406	9.16588e-06 3.55991e-06	 -1.14466 -0.212627   14.1736   4.34999	  64.99 32.8215 14.1737 4.35002	 33.579 21.4495  18.065 5.99294	-0.727699	
